stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url,location_type,parent_station,wheelchair_boarding
1.943,943,Església Major,41.454797,2.212177,,0,P.6660943,1
E.1094303,94301,Ascensor - Mossèn Camil Rossell,41.454353,2.212203,,2,P.6660943,1
E.1094301,94301,Ascensor - Mossèn Camil Rossell,41.453759,2.211636,,2,P.6660943,1
E.1094302,94301,Ascensor - Mossèn Camil Rossell,41.454322,2.2122,,2,P.6660943,1
E.94301,94301,Mossèn Camil Rossell,41.453886,2.211442,,2,P.6660943,2
P.6660943,6660943,Església Major,41.454797,2.212177,,1,,
1.944,944,Singuerlín,41.459413,2.205429,,0,P.6660944,1
E.94401,94401,Passatge de Salvatella,41.459606,2.205593,,2,P.6660944,2
E.1094401,94401,Ascensor - Passatge de Salvatella,41.459259,2.20577,,2,P.6660944,1
P.6660944,6660944,Singuerlín,41.459413,2.205429,,1,,
1.945,945,Can Zam,41.456666,2.198569,,0,P.6660945,1
E.94501,94501,Francesc Macià,41.457568,2.198282,,2,P.6660945,2
E.1094501,94501,Ascensor - Francesc Macià,41.457577,2.198388,,2,P.6660945,1
P.6660945,6660945,Can Zam,41.456666,2.198569,,1,,
1.951,951,ZAL | Riu Vell,41.323706,2.133095,,0,P.6660951,1
E.95101,95101,Carrer A / Carrer 5,41.323829,2.133128,,2,P.6660951,1
E.95102,95102,Riu Llobregat,41.323607,2.132991,,2,P.6660951,1
E.95103,95103,ZAL,41.323578,2.133069,,2,P.6660951,1
P.6660951,6660951,ZAL | Riu Vell,41.323706,2.133095,,1,,
1.952,952,Ecoparc,41.330159,2.137071,,0,P.6660952,1
E.95201,95201,Ecoparc,41.330288,2.137101,,2,P.6660952,1
E.95202,95202,Carrer A / Carrer 4,41.330057,2.136959,,2,P.6660952,1
E.95203,95203,Carrer A (costat mar),41.330027,2.137043,,2,P.6660952,1
P.6660952,6660952,Ecoparc,41.330159,2.137071,,1,,
1.953,953,Port Comercial | La Factoria,41.335983,2.140657,,0,P.6660953,1
E.95301,95301,Carrer A / Carrer 25,41.336111,2.140685,,2,P.6660953,1
E.95302,95302,Carrer A / Carrer 27,41.335885,2.140547,,2,P.6660953,1
E.95303,95303,Carrer A (costat mar),41.335857,2.140629,,2,P.6660953,1
P.6660953,6660953,Port Comercial | La Factoria,41.335983,2.140657,,1,,
1.954,954,Zona Franca,41.342976,2.144964,,0,P.6660954,1
E.95401,95401,Carrer A / Carrer 1,41.343112,2.144978,,2,P.6660954,1
E.95402,95402,Carrer A / Carrer 2,41.342872,2.144833,,2,P.6660954,1
E.95403,95403,Carrer A (costat mar),41.342843,2.144934,,2,P.6660954,1
P.6660954,6660954,Zona Franca,41.342976,2.144964,,1,,
1.956,956,Foc,41.356161,2.141804,,0,P.6660956,1
E.95601,95601,Fira Gran Via (Pavellons 6·7·8),41.355675,2.142079,,2,P.6660956,2
E.1095601,95601,Ascensor - Fira Gran Via (Pavellons 6·7·8),41.355955,2.141877,,2,P.6660956,1
E.95602,95602,Foc (costat Montjuïc),41.356188,2.142102,,2,P.6660956,2
E.1095602,95602,Ascensor - Foc (costat Montjuïc),41.355965,2.142261,,2,P.6660956,1
P.6660956,6660956,Foc,41.356161,2.141804,,1,,
1.957,957,Foneria,41.361099,2.138229,,0,P.6660957,1
E.95701,95701,Jardins dels Drets Humans,41.360646,2.138348,,2,P.6660957,2
E.1095701,95701,Ascensor - Jardins dels Drets Humans,41.360899,2.138194,,2,P.6660957,1
E.1095702,95702,Ascensor - Mercat de la Marina,41.361054,2.138567,,2,P.6660957,1
E.95702,95702,Mercat de la Marina,41.360823,2.13876,,2,P.6660957,2
P.6660957,6660957,Foneria,41.361099,2.138229,,1,,
1.958,958,Ciutat de la Justícia,41.363137,2.132315,,0,P.6660958,1
E.1095801,95801,Ascensor - Gran Via / Alhambra,41.362517,2.13201,,2,P.6660958,1
E.95801,95801,Gran Via / Alhambra,41.362375,2.131672,,2,P.6660958,2
E.95802,95802,Ciutat de la Justícia,41.363418,2.133027,,2,P.6660958,2
P.6660958,6660958,Ciutat de la Justícia,41.363137,2.132315,,1,,
1.959,959,Provençana,41.361354,2.1241,,0,P.6660959,1
E.95901,95901,Aprestadora / Rosell,41.361703,2.124206,,2,P.6660959,2
E.1095901,95901,Ascensor - Aprestadora / Rosell,41.361512,2.124266,,2,P.6660959,1
P.6660959,6660959,Provençana,41.361354,2.1241,,1,,
1.1137,1137,Casa de l'Aigua,41.451278,2.18484,,0,P.6661137,1
E.113701,113701,Aiguablava,41.451261,2.185175,,2,P.6661137,1
P.6661137,6661137,Casa de l'Aigua,41.451278,2.18484,,1,,
1.1138,1138,Torre Baró | Vallbona,41.459196,2.179884,,0,P.6661138,1
E.113801,113801,Avinguda Escolapi Càncer,41.459296,2.180707,,2,P.6661138,1
E.1113801,113801,Ascensor - Avinguda Escolapi Càncer,41.459441,2.180819,,2,P.6661138,1
E.1113811,113811,Ascensor - Sant Feliu de Codines,41.459351,2.179404,,2,P.6661138,1
E.113811,113811,Sant Feliu de Codines,41.459306,2.179257,,2,P.6661138,2
P.6661138,6661138,Torre Baró | Vallbona,41.459196,2.179884,,1,,
1.1139,1139,Ciutat Meridiana,41.460808,2.17465,,0,P.6661139,1
E.1113901,113901,Ascensor - Avinguda Rasos de Peguera,41.460832,2.174558,,2,P.6661139,1
E.113901,113901,Avinguda Rasos de Peguera,41.460895,2.174697,,2,P.6661139,2
P.6661139,6661139,Ciutat Meridiana,41.460808,2.17465,,1,,
1.1140,1140,Can Cuiàs,41.462413,2.173059,,0,P.6661140,1
E.1114001,114001,Ascensor - Circumval·lació,41.462611,2.17286,,2,P.6661140,1
E.114001,114001,Circumval·lació,41.462678,2.172743,,2,P.6661140,2
E.114011,114011,Les Fustes,41.462831,2.173142,,2,P.6661140,1
P.6661140,6661140,Can Cuiàs,41.462413,2.173059,,1,,
1.9902,9902,Parc de Montjuïc,41.368956,2.163269,,0,P.6669902,1
E.990201,990201,Avinguda Miramar,41.368818,2.163041,,2,P.6669902,1
P.6669902,6669902,Parc de Montjuïc,41.368956,2.163269,,1,,
