route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,wheelchair_accessible
1.104.1,1.104.H2127,1.104.11429429,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2127,1.104.11429431,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2127,1.104.11429433,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2127,1.104.11429435,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2127,1.104.11429437,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2127,1.104.11429439,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2127,1.104.11429441,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2127,1.104.11429443,"La Sagrera",1,1.104.10400.2,1
1.101.1,1.101.H2771,1.101.11427598,"Collblanc",0,1.101.10501.1,1
1.101.1,1.101.H2771,1.101.11427600,"Collblanc",0,1.101.10501.1,1
1.101.1,1.101.H2771,1.101.11427602,"Collblanc",0,1.101.10501.1,1
1.101.1,1.101.H2771,1.101.11427612,"Collblanc",0,1.101.10501.1,1
1.101.1,1.101.H2771,1.101.11427614,"Collblanc",0,1.101.10501.1,1
1.101.1,1.101.H2771,1.101.11427616,"Collblanc",0,1.101.10501.1,1
1.101.1,1.101.H2771,1.101.11427626,"Collblanc",0,1.101.10501.1,1
1.101.1,1.101.H2771,1.101.11427628,"Collblanc",0,1.101.10501.1,1
1.101.1,1.101.H2771,1.101.11427630,"Collblanc",0,1.101.10501.1,1
1.91.1,1.91.H2736,1.91.11428837,"Aeroport T1",1,1.91.9100.2,1
1.91.1,1.91.H2736,1.91.11428839,"Aeroport T1",1,1.91.9100.2,1
1.91.1,1.91.H2736,1.91.11428841,"Aeroport T1",1,1.91.9100.2,1
1.91.1,1.91.H2736,1.91.11428843,"Aeroport T1",1,1.91.9100.2,1
1.91.1,1.91.H2736,1.91.11428845,"Aeroport T1",1,1.91.9100.2,1
1.91.1,1.91.H2736,1.91.11428847,"Aeroport T1",1,1.91.9100.2,1
1.91.1,1.91.H2736,1.91.11428849,"Aeroport T1",1,1.91.9100.2,1
1.91.1,1.91.H2736,1.91.11428851,"Aeroport T1",1,1.91.9100.2,1
1.91.1,1.91.H2736,1.91.11428853,"Aeroport T1",1,1.91.9100.2,1
1.91.1,1.91.H2736,1.91.11428855,"Aeroport T1",1,1.91.9100.2,1
1.91.1,1.91.H2736,1.91.11428857,"Aeroport T1",1,1.91.9100.2,1
1.91.1,1.91.H2736,1.91.11428859,"Aeroport T1",1,1.91.9100.2,1
1.91.1,1.91.H2736,1.91.11428861,"Aeroport T1",1,1.91.9100.2,1
1.91.1,1.91.H2736,1.91.11428863,"Aeroport T1",1,1.91.9100.2,1
1.91.1,1.91.H2736,1.91.11428865,"Aeroport T1",1,1.91.9100.2,1
1.104.1,1.104.H2127,1.104.11428879,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2127,1.104.11428885,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2127,1.104.11428889,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2127,1.104.11428899,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2127,1.104.11428937,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2127,1.104.11428947,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2127,1.104.11428951,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2127,1.104.11428957,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2127,1.104.11428961,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2127,1.104.11428971,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2127,1.104.11428981,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2127,1.104.11428985,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2127,1.104.11429023,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2127,1.104.11429033,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2127,1.104.11429037,"La Sagrera",1,1.104.10400.2,1
1.91.1,1.91.H2741,1.91.11426882,"Aeroport T1",1,1.91.9100.2,1
1.91.1,1.91.H2741,1.91.11426883,"Zona Universitària",0,1.91.9100.1,1
1.91.1,1.91.H2741,1.91.11426884,"Aeroport T1",1,1.91.9100.2,1
1.91.1,1.91.H2741,1.91.11426885,"Zona Universitària",0,1.91.9100.1,1
1.91.1,1.91.H2741,1.91.11426886,"Aeroport T1",1,1.91.9100.2,1
1.91.1,1.91.H2741,1.91.11426887,"Zona Universitària",0,1.91.9100.1,1
1.91.1,1.91.H2741,1.91.11426888,"Aeroport T1",1,1.91.9100.2,1
1.91.1,1.91.H2741,1.91.11426889,"Zona Universitària",0,1.91.9100.1,1
1.91.1,1.91.H2741,1.91.11426890,"Aeroport T1",1,1.91.9100.2,1
1.91.1,1.91.H2741,1.91.11426891,"Zona Universitària",0,1.91.9100.1,1
1.91.1,1.91.H2741,1.91.11426880,"Aeroport T1",1,1.91.9100.2,1
1.91.1,1.91.H2741,1.91.11426881,"Zona Universitària",0,1.91.9100.1,1
1.104.1,1.104.H2127,1.104.11429043,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2127,1.104.11429047,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2127,1.104.11429057,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2127,1.104.11429067,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2127,1.104.11429071,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2127,1.104.11429187,"La Sagrera",1,1.104.10400.2,1
1.91.1,1.91.H2741,1.91.11427003,"Zona Universitària",0,1.91.9100.1,1
1.91.1,1.91.H2741,1.91.11427005,"Zona Universitària",0,1.91.9100.1,1
1.91.1,1.91.H2741,1.91.11427007,"Zona Universitària",0,1.91.9100.1,1
1.91.1,1.91.H2741,1.91.11427009,"Zona Universitària",0,1.91.9100.1,1
1.91.1,1.91.H2741,1.91.11427011,"Zona Universitària",0,1.91.9100.1,1
1.91.1,1.91.H2741,1.91.11427013,"Zona Universitària",0,1.91.9100.1,1
1.91.1,1.91.H2741,1.91.11427015,"Zona Universitària",0,1.91.9100.1,1
1.91.1,1.91.H2741,1.91.11427017,"Zona Universitària",0,1.91.9100.1,1
1.91.1,1.91.H2741,1.91.11427020,"Aeroport T1",1,1.91.9100.2,1
1.91.1,1.91.H2741,1.91.11427022,"Aeroport T1",1,1.91.9100.2,1
1.91.1,1.91.H2741,1.91.11427024,"Aeroport T1",1,1.91.9100.2,1
1.91.1,1.91.H2741,1.91.11427026,"Aeroport T1",1,1.91.9100.2,1
1.91.1,1.91.H2741,1.91.11427028,"Aeroport T1",1,1.91.9100.2,1
1.91.1,1.91.H2741,1.91.11427030,"Aeroport T1",1,1.91.9100.2,1
1.91.1,1.91.H2741,1.91.11427032,"Aeroport T1",1,1.91.9100.2,1
1.91.1,1.91.H2741,1.91.11427034,"Aeroport T1",1,1.91.9100.2,1
1.91.1,1.91.H2741,1.91.11427036,"Aeroport T1",1,1.91.9100.2,1
